c9,c10,c11,c12,r
0.09249076900380915,0.045332541608550846,0.01611579838622157,0.49026699625062975,0.014298442086672136
0.22835764612243226,0.3107256578001001,0.4322063297249634,0.15983670353986612,0.017428210840613023
0.1931306528463127,0.28156340780198275,0.5738627774230577,0.12506469466361148,0.0180284126713961
0.18566639125178863,0.2064115766910181,0.3544339601708347,0.19376912184956166,0.03775523809598702
0.10099533873809749,0.3812742195057497,0.30958620193461583,0.13810383426806128,0.018135679730031384
0.08871798888921589,0.40855219711436735,0.3399358600562785,0.11586671144348426,0.017745700319866387
0.10556688114765467,0.06471613297471077,0.004775021264955992,0.009171576431193595,0.011536754493088025
0.010181629283752547,0.07921449546480872,0.028631933626885875,0.14747788602275258,0.013406947158410731
0.18694877230283513,0.13965783330916126,0.02487931922352657,0.4826860538495086,0.02026549340921263
0.09105805888437216,0.3346195621940117,0.3042130525918193,0.11884128054537547,0.00853583728741597
0.05817734979641231,0.03705540008519735,0.06674238751471973,0.043357532240536845,0.009230964088387972
0.9732593253060589,0.8668259118781313,0.6106895383488457,0.3070739576910393,0.00586233515146839
0.6346149660384608,0.9590988535308712,0.10236203074580319,0.037662949315078964,0.028420080746523163
0.046197250349133245,0.11617246455212579,0.21221401815833218,0.9873539822004985,0.00897768733803983
0.8043879761012712,0.9470930778340169,0.8250853130022092,0.8498734304045844,0.013274351882341273
0.09042483367517234,0.17505487525936456,0.20383984145523848,0.26798678224168915,0.02532077533337418
0.1704631972449775,0.20642961935067794,0.43364807421903995,0.15242697165619823,0.020545701716396247
0.6790833024962436,0.5593058245325366,0.43157150757915247,0.4551167383623741,0.027742313789245132
0.6942930760520104,0.8790542589292566,0.4836449797327469,0.05723923196512848,0.015320694283868841
0.03395361281482301,0.047888241342401265,0.07741181023841426,0.022010107163879966,0.020792428141139047
0.2027482637509863,0.14939901125328325,0.1324309321996784,0.4980470781081434,0.017809371921349293
0.358922608373334,0.3297643751462142,0.22557172269672177,0.7900695258614633,0.016022041112698726
0.016494222394962677,0.029173894985083833,0.054004052966813765,0.3004938533422806,0.020915805354752515
0.044091791569223826,0.1348271070684534,0.4609297648486639,0.1477531597431912,0.028293661475138565
0.1146179888804029,0.21789636403612203,0.11268459383676355,0.14022652189636287,0.01935325150552253
0.002837476316424281,0.07614007411319584,0.10891140328672466,0.7299467183505357,0.016366274577311435
0.1664584903606976,0.15838027735054794,0.012304481652849919,0.19391258825683702,0.01458579869033333
0.09334923119383898,0.11806400859027967,0.026004877221092765,0.0292787922690938,0.020535078480492797
0.08703056339801418,0.19287114350991752,0.22320968115970563,0.9736805070249254,0.012027052904248325
0.12240375841090922,0.1373483473695839,0.10586835489207624,0.11475917092267718,0.03520821984886702
0.7688422378681217,0.8180591259648956,0.745438823734663,0.8275506301875952,0.016153744339306775
0.20347416249024053,0.11637229672941662,0.11132854185758677,0.6867780382846379,0.017852254974919046
0.25250267941597493,0.07305722156535188,0.18438692634706544,0.2916887664557104,0.010577866729042762
0.8697704230920751,0.6104306213803856,0.8195631412613792,0.3248040128091104,0.009085155199569761
0.05838741456031871,0.006182621802990167,0.14498984173912577,0.030456395180196383,0.027849368914800693
0.3245420262589005,0.09786082857359812,0.1827173427730229,0.021577162108830608,0.03728403955479265
0.11003395672287886,0.28691803493189616,0.5009570946495864,0.9119752146716505,0.01022105918360472
0.00140376579821333,0.008444511629749471,0.0046418545854469695,0.033022332286784306,0.0048276268359339625
0.04288952363231546,0.1788386163739562,0.21865517813294466,0.09091489787497486,0.005831962096245258
0.5062004706065023,0.6722833915450037,0.14280156591645954,0.32272698859095383,0.010553218870546721
0.41594654759195226,0.25913622532064107,0.13396035291323102,0.23512346027785885,0.007117260145211135
0.5023621636378359,0.6168204639725563,0.4766749920887059,0.09764956234571387,0.020614051439283743
0.1018443439630271,0.01847694962867169,0.13794244520751492,0.5396451693864385,0.011043838192147104
0.8995365929251973,0.8806619756924641,0.8749382715316018,0.09316509829955544,0.003883302397592825
0.01176286464169074,0.05933557069258677,0.027074303054602407,0.11217809009113598,0.014954447745761434
0.10460130438823834,0.6397010744618017,0.03112319462278431,0.6893652297086874,0.0202699641457062
0.20103958137731592,0.13722782065125314,0.12116838232595584,0.18695693418517811,0.0030428793688472844
0.39292976317895534,0.7473927348411886,0.42088216009526586,0.25492818213787005,0.006983311859333374
0.8033460064785007,0.4278664479764107,0.35373100712138805,0.09084148912636836,0.006473676955431218
0.2944149022314718,0.13310442514341883,0.22234804138429493,0.04127037465813821,0.011514037781439557
0.857567304445839,0.6241744138632942,0.10068840324102868,0.22616693975664903,0.012161792147132477
0.5075875305597879,0.6285813749432272,0.14838646974785685,0.1443569212807564,0.025880698821516446
0.7860851365467453,0.8074881529945082,0.164959112492428,0.6930780240657819,0.011893587848861187
0.5910276189855818,0.6193441108875645,0.6471280031323591,0.9301356599342913,0.025303858199327955
0.11976397678264616,0.015302406889451836,0.06637277245463624,0.12303602663128144,0.004307793640398183
0.8584274061065129,0.7969633060275905,0.7572336110053072,0.9917006242045014,0.010245189534092591
0.18685789523844587,0.13474367411611188,0.13972226192345727,0.7006014509977861,0.014678159740555974
0.1619494338994295,0.5415267263671392,0.04161008794129793,0.018721893375934662,0.015630984584355023
0.4956442253737898,0.6513105819820634,0.3091285871287977,0.39954262049286615,0.011549242178803876
0.7024046314352093,0.4255255331191647,0.01931849501600269,0.15785747524823235,0.008381532327710106
0.2074091431827063,0.0374548098165749,0.08686436129887953,0.021629874228454464,0.006985455639384519
0.22713330883653282,0.23109800029229444,0.06514306860231867,0.26865114671914103,0.015556098224646875
0.09792418362504518,0.0050622925222314485,0.02080249647314658,0.4067854403022434,0.0031244199775783965
0.10943328706090849,0.09343770088984273,0.008328959778372558,0.008180123398977557,0.011886371564836379
0.30720281019043094,0.8492334186626292,0.6081243673782072,0.4534382376445537,0.013601220635835076
0.6126336585031572,0.6224556911585171,0.48196841649044064,0.8117206761656521,0.014655526229831184
0.7973279083945848,0.7393351330852841,0.6861053827062695,0.1202844748932684,0.015480539929704218
0.7133087574626369,0.8087812117879601,0.6049319437922847,0.8615017713022225,0.00993408442682242
0.4138705913244852,0.2170390953823302,0.12377249624897013,0.23355861073314832,0.0075774298422354724
0.286137884217115,0.04628766831157134,0.20489002433667547,0.03642891142692617,0.016371259166950702
0.6111651885599519,0.5780095058759892,0.30010104625338085,0.3978825613661853,0.011141431096301502
0.6765153995953833,0.788888514490085,0.40652146263647726,0.2774190708935292,0.029834378693771813
0.17897038266134568,0.7271958390583192,0.36357039336007757,0.4498894702146037,0.02088414388137505
0.11400808804120965,0.5970557072029236,0.04146361419965616,0.20931490087364377,0.01498920964041095
0.10976435391128325,0.18830926663614445,0.12422559534108683,0.40339394507147974,0.010382876209669767
0.2237878579950287,0.07389633302094856,0.2674612048607656,0.21707008362099034,0.017934590394340144
0.5268437819528454,0.31687792230111334,0.06614659661287292,0.07390078012074164,0.017647893716463192
0.981808642384175,0.9139583197620383,0.8971454287517788,0.6705123188502291,0.025533975292217903
0.07549323577289377,0.04627776259707114,0.020502670750064844,0.8079237412629383,0.005761410402173706
0.21485167519568726,0.3401720408277408,0.2498187992956773,0.20900757308338924,0.019923501923857945
0.21448230081744846,0.278145683689659,0.5203467184012386,0.3309446985752792,0.013231561619824306
0.8367275427636857,0.8892106362222558,0.6417961320677225,0.6156079612279783,0.020089682591395208
0.12131876619866588,0.11763040295640781,0.08013943565858783,0.40079021812494964,0.0035122708270475256
0.23584323074124103,0.997768645523188,0.14282574106274268,0.1430499096484671,0.019854923147429038
0.08446612273974508,0.01466011208882878,0.13850883650956217,0.5259691082828604,0.01148308360504724
0.10629955194688132,0.20070931100419134,0.18722957466918388,0.9960504847467166,0.017116746424654328
0.08619554261649531,0.18959214227284893,0.13843484003229753,0.12767437190825925,0.011289689816238346
0.8558484135780184,0.8959178148234626,0.7427337532247216,0.10311157364711343,0.013080674592308716
0.6050718365079316,0.5818133462342556,0.019309259733676032,0.5958182885771931,0.011122682310353238
0.07139203081867339,0.05917950746441464,0.03402485378234299,0.8068673639036649,0.009406880042284349
0.012463690049072884,0.03062970519750874,0.010155114444007851,0.10787852798235559,0.010977570390054925
0.42392223916959315,0.32034125052888046,0.28854191900144177,0.3843404314686949,0.009119032369415081
0.930567947530401,0.34718910926364643,0.4357828583940252,0.26391552707142996,0.010113243329518351
0.6907480809646471,0.9159311633972314,0.4266841764978824,0.31793724031511916,0.008722055716583188
0.5700541034248924,0.27051990513218444,0.395781932131854,0.9112106068472777,0.023923641476765456
0.05782789391002783,0.07279502089629619,0.02852109705922934,0.0873970380349037,0.02800986284748469
0.02292098578813548,0.12150114699166359,0.07490373753821149,0.014331121097389321,0.02287224782969366
0.18535507748665947,0.789586214811175,0.10822742118961792,0.10465613881896718,0.0190583479542229
0.7774790701639132,0.9167323545804348,0.4994475078255858,0.40133066663931916,0.010029126255196696
0.21253212228791463,0.08780087883960334,0.1329472802063506,0.7049297495699131,0.011333934964322778
0.6988730215893071,0.7756084821280969,0.5958112571522564,0.6587151466925933,0.014954620393452966
0.20986034072971588,0.503872152143728,0.22258090565500932,0.32893575242098133,0.008480123326334521
0.10529673375963922,0.9484859630733491,0.3904395406070704,0.1076371921020759,0.014721743670945725
0.2017369005167502,0.09025236408045978,0.20544790685869718,0.11623981874542855,0.014467306606108676
0.031096168970486626,0.1272837990323643,0.04919603491985661,0.31971029083285996,0.009264439154679893
0.019723607997686465,0.1312293425977985,0.1342838134018609,0.0528347551265949,0.015823738459503578
0.2806214698503392,0.1286150643290287,0.41377841514515623,0.5315934052286772,0.00797153763035835
0.09967730413942821,0.7538909425794403,0.28898021092052834,0.2976121421099239,0.010103673264934054
0.1449207480054665,0.07723360265387248,0.1404880835813178,0.7981155346283086,0.008268922365983866
0.16499045230937892,0.14078873884344356,0.05961864252755755,0.20085012603452215,0.007295451392081931
0.6497088042570247,0.5469665324932551,0.739777270873568,0.8369776845134433,0.009008937948023099
0.0685098370381012,0.5636201810663667,0.20520551100955986,0.12993833601644622,0.013886672991436921
0.09199510194758706,0.38470852556334556,0.3217078503619294,0.1301596323194789,0.014891334793158795
0.019491078075150603,0.04703694711896578,0.06544852866050138,0.3198761924020469,0.02343383786597042
0.29132616085760754,0.33438484314816397,0.4870434194058083,0.7960936971745954,0.019446233420080727
0.037408932286148056,0.06997640328905624,0.41910674063799847,0.1538549429479239,0.006419326293293948
0.8694713395681547,0.4709580497511662,0.8370185949873404,0.9717255378213335,0.0047799717393609
0.5039868861539197,0.656542193069447,0.13178886639707377,0.3268992584857763,0.0069488847048866376
0.7949509368059783,0.9182033586064411,0.1164541543774118,0.12788729623547934,0.007466101644254375
0.05428435281671895,0.21109804357852258,0.010158757018019604,0.48948113070409616,0.011412641774478316
0.07588274668541206,0.7610218058195605,0.12013986433467494,0.18182967791465862,0.044352845545592434
0.7121814782118288,0.46042300678976844,0.024438497396955028,0.15302876043122982,0.012851449631435363
0.03463267955269089,0.1460689369702115,0.07793205752359111,0.045688801828514314,0.011791430638349254
0.7695612670581774,0.7588856791893235,0.10698377908485124,0.18140555154425358,0.011972430690955105
0.5693514820860534,0.7924266113184076,0.44214303742181016,0.44055446787331365,0.016565397932460424
0.09746339943532056,0.0762993614323494,0.145357376308077,0.1883626672024877,0.007583528658240246
0.9686335995522349,0.8739734094921309,0.06729558655246892,0.6907852150246093,0.024453132917245546
0.7056217219644713,0.8505775619181715,0.29476538603222724,0.32394420081817976,0.006650263690380076
0.24410701758009223,0.28760469771811215,0.34439227191381055,0.327394136393643,0.005694254121662579
0.06700878529523391,0.04494980281369931,0.0976747373871456,0.09546652539296718,0.01270766553042435
0.07776233346002459,0.1079033303010749,0.12134360604643446,0.010993592400611263,0.019302960062021368
0.02459255462231258,0.03956233109781309,0.0647561735894315,0.322021091188173,0.02629501515225513
0.15419787341200794,0.07731172343251799,0.16592440700420275,0.26577151233085894,0.0268128438611695
0.7811635551785903,0.8898764107003985,0.7107820543330823,0.8006876138428058,0.01449127818822471
0.802878327549308,0.8032761130586474,0.7681092721083784,0.18198167325035697,0.007639325365001948
0.05476640311286318,0.022059635778326987,0.01571535051051609,0.07445417101746217,0.00794104331969453
0.0224358544673362,0.1082299807361311,0.10478696076531546,0.010802979155481007,0.01218573045198032
0.3141437237045847,0.958663939220414,0.40015806449447566,0.21378686088527132,0.017525606001781935
0.7145365580992653,0.7969306925491471,0.9579782491734468,0.7147212341903063,0.01134767947687243
0.7634214916409814,0.8787253571462804,0.7121110753182472,0.5037583355695009,0.017378487927289687
0.7784114345687987,0.9313041420895252,0.8319788613886847,0.17509794035265336,0.017371156070159544
0.4052385487639498,0.24898737077418986,0.09457311623687614,0.44785799458699693,0.020553675755362766
0.7507049157401361,0.7133209160984676,0.775958033192783,0.80333181718849,0.003464364004851006
0.6975232365762531,0.9779854253179463,0.5412243293380414,0.14005366505600936,0.016696749250648457
0.018629851446810508,0.14197650777979917,0.10921598181328096,0.8052929431111788,0.036954000448991275
0.9488602187699996,0.8573902660863729,0.8559259739570418,0.6948572114193264,0.009219076442156249
0.04170941491382807,0.06241666182266603,0.09401183889698428,0.6130162578083548,0.008911415764454644
0.5499092435684859,0.3843568091876913,0.09693073370957439,0.07913592331251496,0.021726099614842898
0.0969736022451907,0.13054328826864742,0.24357741068640015,0.19472493921064227,0.017847771836099646
0.301730359647139,0.8844722522983264,0.33063216925506,0.3401512447724545,0.01092692216846658
0.03863055096155299,0.06764719616822511,0.02340527505991558,0.4970226268625371,0.020753825380695423
0.9657020531393715,0.5979744260478227,0.41944268608600876,0.9531843721351688,0.005714226222242935
0.6844081033488405,0.296193622190655,0.12488244201667686,0.16027248466645072,0.012665950225727751
0.11206772180247782,0.23195548556069137,0.0638080000298551,0.0030474625242666864,0.0354206767797588
0.34961506821069716,0.020816228874107612,0.2960657899383641,0.30728141100821205,0.014695858824179342
0.16703204119168996,0.5366544880198576,0.04294985650054661,0.029689645735258962,0.014106778015302163
0.8787619314798608,0.8042873452408101,0.6883597673787982,0.9097539986456287,0.02688015440153979
0.4993397667995273,0.34334383783293826,0.3092175011740155,0.4446436861666849,0.010277454755254989
0.015017079650219034,0.1879891932926041,0.09908217517201415,0.502353117400415,0.00618689851233406
0.8250039801020844,0.894109401573843,0.5868836387154428,0.4910691882014937,0.009607754316887984
0.8018001557641838,0.8491934859788608,0.7862253205867966,0.843675327205052,0.011331183062181505
0.3195948607233392,0.44950376001090364,0.29832302460244187,0.8955337011776476,0.0019018803710589838
0.02161156862590541,0.0120267385946181,0.016756624770204644,0.7323012025109854,0.02476111284799898
